"biotypes"	"length"	"gc"
"ENSG00000240021"	"protein_coding"	1311	48.60
"ENSG00000196098"	"protein_coding"	966	38.30
"ENSG00000071082"	"protein_coding"	983	44.85
"ENSG00000124490"	"protein_coding"	1382	41.97
"ENSG00000139780"	"protein_coding"	1085	43.23
"ENSG00000180660"	"protein_coding"	2907	43.96
"ENSG00000135638"	"protein_coding"	1287	65.73
"ENSG00000180662"	"pseudogene"	535	42.99
"ENSG00000180667"	"protein_coding"	6214	36.24
"ENSG00000188419"	"protein_coding"	2213	36.32
"ENSG00000135632"	"protein_coding"	829	55.41
"ENSG00000135631"	"protein_coding"	2552	58.85
"ENSG00000135636"	"protein_coding"	4274	57.67
"ENSG00000135637"	"protein_coding"	1445	58.56
"ENSG00000210195"	"Mt_tRNA"	66	37.88
"ENSG00000147155"	"protein_coding"	915	55.18
"ENSG00000263447"	"miRNA"	86	36.05
"ENSG00000263445"	"miRNA"	65	58.46
"ENSG00000263444"	"miRNA"	88	48.86
"ENSG00000263443"	"lincRNA"	501	48.90
"ENSG00000263441"	"miRNA"	97	60.82
"ENSG00000258629"	"pseudogene"	1479	46.25
"ENSG00000184992"	"protein_coding"	6555	46.27
"ENSG00000263449"	"miRNA"	68	35.29
"ENSG00000263448"	"miRNA"	75	66.67
"ENSG00000259767"	"sense_intronic"	454	40.97
"ENSG00000224296"	"pseudogene"	535	53.46
"ENSG00000259764"	"antisense"	639	51.17
"ENSG00000259763"	"non_coding"	447	42.73
"ENSG00000259762"	"antisense"	494	58.70
"ENSG00000259761"	"lincRNA"	509	48.72
"ENSG00000259760"	"antisense"	198	44.95
"ENSG00000210194"	"Mt_tRNA"	69	39.13
"ENSG00000259769"	"pseudogene"	1699	45.32
"ENSG00000259768"	"processed_transcript"	462	50.65
"ENSG00000261971"	"processed_transcript"	789	63.92
"ENSG00000261970"	"pseudogene"	367	37.06
"ENSG00000261976"	"antisense"	459	61.87
"ENSG00000261978"	"antisense"	398	51.26
"ENSG00000112530"	"protein_coding"	884	47.18
"ENSG00000112531"	"protein_coding"	2650	43.05
"ENSG00000258623"	"antisense"	461	53.80
"ENSG00000263196"	"pseudogene"	343	37.90
"ENSG00000263199"	"pseudogene"	495	39.39
"ENSG00000263198"	"antisense"	2278	50.18
"ENSG00000219747"	"pseudogene"	405	51.11
"ENSG00000029364"	"protein_coding"	2006	47.58
"ENSG00000227258"	"antisense"	382	44.78
"ENSG00000227259"	"pseudogene"	199	51.26
"ENSG00000227256"	"antisense"	769	41.74
"ENSG00000227257"	"pseudogene"	391	39.90
"ENSG00000227254"	"pseudogene"	882	47.17
"ENSG00000227255"	"pseudogene"	416	57.93
"ENSG00000227252"	"lincRNA"	2341	48.57
"ENSG00000227253"	"antisense"	333	46.85
"ENSG00000227251"	"pseudogene"	816	35.66
"ENSG00000105143"	"protein_coding"	1761	57.22
"ENSG00000105141"	"protein_coding"	859	52.43
"ENSG00000105146"	"protein_coding"	1156	53.54
"ENSG00000142920"	"protein_coding"	1605	58.15
"ENSG00000186543"	"pseudogene"	830	65.54
"ENSG00000235949"	"antisense"	432	50.46
"ENSG00000235940"	"pseudogene"	285	40.70
"ENSG00000235943"	"sense_intronic"	470	32.13
"ENSG00000235942"	"protein_coding"	628	53.03
"ENSG00000146205"	"protein_coding"	1694	60.91
"ENSG00000235944"	"pseudogene"	1190	56.51
"ENSG00000235947"	"lincRNA"	1464	45.56
"ENSG00000235946"	"pseudogene"	496	59.88
"ENSG00000164418"	"protein_coding"	2575	41.17
"ENSG00000242509"	"misc_RNA"	292	55.48
"ENSG00000222152"	"snRNA"	83	30.12
"ENSG00000242502"	"misc_RNA"	279	51.25
"ENSG00000222150"	"rRNA"	129	48.84
"ENSG00000242500"	"processed_transcript"	758	44.63
"ENSG00000242507"	"pseudogene"	1144	52.18
"ENSG00000222154"	"misc_RNA"	292	48.29
"ENSG00000255775"	"lincRNA"	653	54.06
"ENSG00000263501"	"antisense"	562	46.98
"ENSG00000255776"	"pseudogene"	901	42.62
"ENSG00000224291"	"pseudogene"	203	45.32
"ENSG00000198937"	"protein_coding"	510	56.94
"ENSG00000263602"	"miRNA"	68	63.24
"ENSG00000144648"	"protein_coding"	1360	51.71
"ENSG00000077454"	"protein_coding"	1774	63.66
"ENSG00000186265"	"protein_coding"	1256	40.13
"ENSG00000077458"	"protein_coding"	1419	41.90
"ENSG00000259169"	"pseudogene"	631	52.93
"ENSG00000139292"	"protein_coding"	2507	42.61
"ENSG00000253144"	"pseudogene"	515	47.96
"ENSG00000253147"	"lincRNA"	775	43.39
"ENSG00000262953"	"pseudogene"	1207	48.63
"ENSG00000212658"	"protein_coding"	1026	52.05
"ENSG00000253146"	"pseudogene"	1133	39.01
"ENSG00000265908"	"antisense"	599	42.40
"ENSG00000265904"	"miRNA"	85	40.00
"ENSG00000265905"	"misc_RNA"	279	54.48
"ENSG00000265907"	"antisense"	623	46.10
"ENSG00000265900"	"misc_RNA"	252	55.95
"ENSG00000212657"	"protein_coding"	1554	58.17
"ENSG00000265902"	"miRNA"	70	44.29
"ENSG00000253140"	"lincRNA"	537	43.95
"ENSG00000260367"	"antisense"	467	55.25
"ENSG00000260366"	"sense_overlapping"	274	48.91
"ENSG00000260364"	"lincRNA"	781	49.68
"ENSG00000260362"	"protein_coding"	660	49.39
"ENSG00000260361"	"lincRNA"	1736	43.38
"ENSG00000213337"	"protein_coding"	2970	57.61
"ENSG00000260369"	"lincRNA"	995	61.81
"ENSG00000260368"	"sense_overlapping"	1142	43.78
"ENSG00000021300"	"protein_coding"	976	59.10
"ENSG00000213335"	"pseudogene"	682	45.01
"ENSG00000217026"	"pseudogene"	644	53.88
"ENSG00000217027"	"pseudogene"	519	41.04
"ENSG00000213332"	"pseudogene"	886	52.48
"ENSG00000181282"	"pseudogene"	1101	37.92
"ENSG00000213333"	"pseudogene"	867	41.98
"ENSG00000100399"	"protein_coding"	1845	68.36
"ENSG00000209482"	"snoRNA"	95	54.74
"ENSG00000209480"	"snoRNA"	93	59.14
"ENSG00000216378"	"pseudogene"	984	46.44
"ENSG00000100393"	"protein_coding"	9585	52.02
"ENSG00000213331"	"pseudogene"	674	51.34
"ENSG00000100395"	"protein_coding"	2336	55.65
"ENSG00000200552"	"misc_RNA"	102	42.16
"ENSG00000259164"	"protein_coding"	603	55.89
"ENSG00000223208"	"snRNA"	104	39.42
"ENSG00000253132"	"IG_V_pseudogene"	340	52.65
"ENSG00000223201"	"miRNA"	145	27.59
"ENSG00000223200"	"miRNA"	85	31.76
"ENSG00000223203"	"rRNA"	103	52.43
"ENSG00000223202"	"misc_RNA"	282	50.71
"ENSG00000213370"	"pseudogene"	644	45.50
"ENSG00000264380"	"miRNA"	64	57.81
"ENSG00000200553"	"misc_RNA"	102	39.22
"ENSG00000264383"	"miRNA"	86	58.14
"ENSG00000196559"	"protein_coding"	1934	45.83
"ENSG00000222357"	"snRNA"	191	39.79
"ENSG00000213338"	"pseudogene"	1073	53.40
"ENSG00000196550"	"protein_coding"	1023	49.06
"ENSG00000261019"	"lincRNA"	1368	36.11
"ENSG00000196557"	"protein_coding"	4253	65.03
"ENSG00000264387"	"miRNA"	95	34.74
"ENSG00000264386"	"miRNA"	86	54.65
"ENSG00000197208"	"protein_coding"	1076	51.52
"ENSG00000239468"	"misc_RNA"	302	47.68
"ENSG00000239462"	"antisense"	395	38.23
"ENSG00000151292"	"protein_coding"	2459	39.26
"ENSG00000239467"	"lincRNA"	610	46.50
"ENSG00000239464"	"misc_RNA"	296	50.68
"ENSG00000239465"	"pseudogene"	485	42.47
"ENSG00000217686"	"pseudogene"	585	45.81
"ENSG00000217684"	"pseudogene"	734	36.78
"ENSG00000100883"	"protein_coding"	1060	40.76
"ENSG00000217680"	"pseudogene"	448	40.62
"ENSG00000253638"	"pseudogene"	480	41.67
"ENSG00000211947"	"IG_V_gene"	430	54.42
"ENSG00000151348"	"protein_coding"	1617	49.05
"ENSG00000026652"	"protein_coding"	2718	50.95
"ENSG00000205955"	"pseudogene"	1577	40.75
"ENSG00000211945"	"IG_V_gene"	410	55.85
"ENSG00000205959"	"processed_transcript"	1886	55.79
"ENSG00000211680"	"IG_J_gene"	33	42.42
"ENSG00000211681"	"IG_J_gene"	72	55.56
"ENSG00000211682"	"IG_J_gene"	70	54.29
"ENSG00000211683"	"processed_transcript"	674	52.08
"ENSG00000211684"	"IG_J_gene"	46	65.22
"ENSG00000211685"	"IG_C_gene"	320	60.00
"ENSG00000211687"	"TR_J_gene"	50	36.00
"ENSG00000211688"	"TR_J_gene"	60	43.33
"ENSG00000211689"	"TR_C_gene"	2730	38.72
"ENSG00000185155"	"protein_coding"	1198	54.86
"ENSG00000185156"	"protein_coding"	2232	59.95
"ENSG00000229567"	"pseudogene"	169	35.50
"ENSG00000229565"	"lincRNA"	576	39.41
"ENSG00000229562"	"pseudogene"	1724	45.59
"ENSG00000229563"	"lincRNA"	1426	40.75
"ENSG00000229560"	"pseudogene"	1501	38.97
"ENSG00000225192"	"pseudogene"	1834	35.44
"ENSG00000182545"	"protein_coding"	944	51.58
"ENSG00000225191"	"pseudogene"	1240	44.44
"ENSG00000229568"	"pseudogene"	527	35.67
"ENSG00000229569"	"lincRNA"	2018	53.32
"ENSG00000213260"	"pseudogene"	730	42.33
"ENSG00000261101"	"sense_overlapping"	651	39.78
"ENSG00000261102"	"pseudogene"	265	49.43
"ENSG00000216088"	"miRNA"	87	36.78
"ENSG00000261104"	"lincRNA"	3273	50.87
"ENSG00000261105"	"processed_transcript"	508	47.41
"ENSG00000106633"	"protein_coding"	1622	59.19
"ENSG00000216083"	"miRNA"	98	54.08
"ENSG00000213269"	"pseudogene"	761	42.31
"ENSG00000216081"	"miRNA"	110	53.64
"ENSG00000106638"	"protein_coding"	1163	56.61
"ENSG00000216085"	"miRNA"	91	36.26
"ENSG00000216084"	"miRNA"	195	43.59
"ENSG00000211538"	"miRNA"	84	53.57
"ENSG00000211532"	"miRNA"	65	44.62
"ENSG00000211530"	"miRNA"	113	53.10
"ENSG00000255045"	"antisense"	445	46.74
"ENSG00000211534"	"miRNA"	76	51.32
"ENSG00000211535"	"miRNA"	76	57.89
"ENSG00000255222"	"pseudogene"	817	40.64
"ENSG00000123584"	"protein_coding"	1814	51.10
"ENSG00000152670"	"protein_coding"	1394	41.82
"ENSG00000264791"	"antisense"	375	45.60
"ENSG00000152672"	"protein_coding"	2243	49.22
"ENSG00000238739"	"snoRNA"	105	41.90
"ENSG00000238738"	"miRNA"	74	55.41
"ENSG00000207569"	"miRNA"	124	56.45
"ENSG00000238731"	"snRNA"	62	43.55
"ENSG00000238730"	"snRNA"	62	40.32
"ENSG00000238733"	"snoRNA"	104	44.23
"ENSG00000238732"	"snoRNA"	104	40.38
"ENSG00000238735"	"snRNA"	62	37.10
"ENSG00000238734"	"snoRNA"	104	37.50
"ENSG00000238737"	"miRNA"	83	73.49
"ENSG00000238736"	"snoRNA"	101	43.56
"ENSG00000143643"	"protein_coding"	1410	47.19
"ENSG00000124588"	"protein_coding"	951	52.83
"ENSG00000143641"	"protein_coding"	2302	55.12
"ENSG00000124587"	"protein_coding"	3087	62.14
"ENSG00000167332"	"protein_coding"	1681	48.25
"ENSG00000167333"	"protein_coding"	1536	53.23
"ENSG00000009830"	"protein_coding"	1237	53.07
"ENSG00000220161"	"lincRNA"	1870	58.19
"ENSG00000238488"	"snoRNA"	104	31.73
"ENSG00000258056"	"antisense"	1274	59.58
"ENSG00000178927"	"protein_coding"	1057	61.63
"ENSG00000178921"	"protein_coding"	1749	59.07
"ENSG00000266349"	"miRNA"	79	54.43
"ENSG00000178922"	"protein_coding"	889	61.60
"ENSG00000266347"	"miRNA"	101	41.58
"ENSG00000266346"	"miRNA"	101	60.40
"ENSG00000266345"	"misc_RNA"	258	54.26
"ENSG00000266344"	"miRNA"	70	54.29
"ENSG00000266343"	"misc_RNA"	292	51.03
"ENSG00000178928"	"protein_coding"	1836	59.61
"ENSG00000266341"	"antisense"	192	57.29
"ENSG00000266340"	"antisense"	668	54.04
"ENSG00000252861"	"snRNA"	107	40.19
"ENSG00000252860"	"snRNA"	105	39.05
"ENSG00000252863"	"snRNA"	60	40.00
"ENSG00000146839"	"polymorphic_pseudogene"	8527	57.43
"ENSG00000252865"	"snRNA"	72	37.50
"ENSG00000229308"	"lincRNA"	559	45.80
"ENSG00000252867"	"snRNA"	107	36.45
"ENSG00000252866"	"rRNA"	35	57.14
"ENSG00000252869"	"miRNA"	129	29.46
"ENSG00000252868"	"snoRNA"	112	43.75
"ENSG00000212135"	"snoRNA"	111	51.35
"ENSG00000212134"	"snoRNA"	128	29.69
"ENSG00000212133"	"snRNA"	104	38.46
"ENSG00000241073"	"processed_transcript"	384	32.29
"ENSG00000114268"	"protein_coding"	1246	55.27
"ENSG00000241074"	"misc_RNA"	303	52.15
"ENSG00000241075"	"misc_RNA"	279	51.25
"ENSG00000200673"	"misc_RNA"	330	50.91
"ENSG00000200670"	"snRNA"	104	38.46
"ENSG00000200677"	"snoRNA"	70	40.00
"ENSG00000040487"	"protein_coding"	1548	61.92
"ENSG00000200674"	"misc_RNA"	340	50.29
"ENSG00000204709"	"protein_coding"	466	48.07
"ENSG00000204703"	"protein_coding"	1106	42.50
"ENSG00000204702"	"protein_coding"	1273	41.56
"ENSG00000204701"	"protein_coding"	936	45.62
"ENSG00000204700"	"protein_coding"	1041	44.48
"ENSG00000204706"	"antisense"	1178	38.73
"ENSG00000204705"	"pseudogene"	4751	40.33
"ENSG00000204704"	"protein_coding"	1028	41.15
"ENSG00000153107"	"protein_coding"	2511	43.51
"ENSG00000228778"	"lincRNA"	392	53.32
"ENSG00000228779"	"antisense"	801	52.31
"ENSG00000228775"	"lincRNA"	1193	45.72
"ENSG00000228776"	"pseudogene"	430	43.49
"ENSG00000228777"	"lincRNA"	283	38.16
"ENSG00000228770"	"pseudogene"	264	39.39
"ENSG00000228771"	"pseudogene"	306	48.37
"ENSG00000228772"	"lincRNA"	742	35.85
"ENSG00000141027"	"protein_coding"	2082	47.33
"ENSG00000216516"	"pseudogene"	217	54.38
"ENSG00000198727"	"protein_coding"	1141	46.28
"ENSG00000226646"	"pseudogene"	738	42.14
"ENSG00000226647"	"antisense"	696	37.07
"ENSG00000226644"	"lincRNA"	475	58.04
"ENSG00000242135"	"pseudogene"	451	44.57
"ENSG00000226642"	"pseudogene"	1166	56.43
"ENSG00000226643"	"lincRNA"	316	45.57
"ENSG00000226640"	"lincRNA"	549	41.53
"ENSG00000226641"	"pseudogene"	511	60.08
"ENSG00000164047"	"protein_coding"	729	55.45
"ENSG00000256692"	"pseudogene"	90	50.00
"ENSG00000227979"	"pseudogene"	225	46.67
"ENSG00000226648"	"antisense"	1462	49.38
"ENSG00000226649"	"lincRNA"	435	54.25
"ENSG00000158022"	"protein_coding"	1567	53.28
"ENSG00000167807"	"protein_coding"	959	63.40
"ENSG00000183242"	"antisense"	1416	56.11
"ENSG00000182156"	"protein_coding"	2022	61.48
"ENSG00000167800"	"protein_coding"	1548	60.59
"ENSG00000155719"	"protein_coding"	3012	51.78
"ENSG00000183248"	"protein_coding"	3385	69.02
"ENSG00000183249"	"pseudogene"	450	43.78
"ENSG00000127774"	"protein_coding"	731	58.51
"ENSG00000239926"	"pseudogene"	747	42.57
"ENSG00000239924"	"pseudogene"	459	50.33
"ENSG00000239923"	"misc_RNA"	290	48.28
"ENSG00000239922"	"lincRNA"	1496	42.74
"ENSG00000239921"	"lincRNA"	3039	55.77
"ENSG00000239920"	"processed_transcript"	535	49.53
"ENSG00000233924"	"pseudogene"	875	49.60
"ENSG00000233927"	"protein_coding"	770	58.18
"ENSG00000233926"	"lincRNA"	998	46.21
"ENSG00000233921"	"pseudogene"	385	43.12
"ENSG00000233920"	"antisense"	792	47.10
"ENSG00000233922"	"lincRNA"	747	51.31
"ENSG00000173838"	"protein_coding"	1769	51.41
"ENSG00000122728"	"protein_coding"	6216	46.61
"ENSG00000122729"	"protein_coding"	3171	47.23
"ENSG00000162337"	"protein_coding"	1809	62.33
"ENSG00000245311"	"antisense"	804	34.83
"ENSG00000245317"	"protein_coding"	1454	41.40
"ENSG00000165406"	"protein_coding"	2425	50.46
"ENSG00000256690"	"antisense"	561	56.51
"ENSG00000165409"	"protein_coding"	1622	47.72
"ENSG00000257998"	"pseudogene"	814	36.61
"ENSG00000257999"	"antisense"	641	39.63
"ENSG00000241258"	"protein_coding"	1589	49.71
"ENSG00000257990"	"pseudogene"	1490	42.38
"ENSG00000257991"	"pseudogene"	363	47.66
"ENSG00000257997"	"lincRNA"	300	40.41
"ENSG00000257994"	"pseudogene"	395	46.84
"ENSG00000257995"	"lincRNA"	310	34.19
"ENSG00000206635"	"snRNA"	107	40.19
"ENSG00000206634"	"snoRNA"	134	41.04
"ENSG00000206637"	"snoRNA"	135	51.11
"ENSG00000206636"	"misc_RNA"	102	40.20
"ENSG00000206631"	"snRNA"	107	37.38
"ENSG00000206630"	"snoRNA"	83	42.17
"ENSG00000206633"	"snoRNA"	136	58.82
"ENSG00000241257"	"pseudogene"	188	55.32
"ENSG00000255843"	"antisense"	578	47.75
"ENSG00000255840"	"pseudogene"	75	41.33
"ENSG00000206639"	"misc_RNA"	102	39.22
"ENSG00000206638"	"snRNA"	107	39.25
"ENSG00000255845"	"antisense"	355	45.35
"ENSG00000207944"	"miRNA"	96	65.62
"ENSG00000207945"	"miRNA"	100	71.00
"ENSG00000207946"	"miRNA"	90	42.22
"ENSG00000207947"	"miRNA"	87	63.22
"ENSG00000207940"	"miRNA"	98	31.63
"ENSG00000207941"	"miRNA"	96	37.50
"ENSG00000207942"	"miRNA"	92	43.48
"ENSG00000207943"	"miRNA"	97	52.58
"ENSG00000254710"	"antisense"	701	41.94
"ENSG00000254713"	"pseudogene"	960	44.27
"ENSG00000120075"	"protein_coding"	2041	54.53
"ENSG00000207948"	"miRNA"	75	68.00
"ENSG00000207949"	"miRNA"	110	56.36
"ENSG00000254717"	"lincRNA"	510	41.96
"ENSG00000147614"	"protein_coding"	1132	48.76
"ENSG00000240848"	"processed_transcript"	1508	40.45
"ENSG00000240849"	"protein_coding"	2025	56.50
"ENSG00000244740"	"pseudogene"	376	44.95
"ENSG00000158683"	"protein_coding"	2793	50.13
"ENSG00000240842"	"lincRNA"	455	43.96
"ENSG00000241251"	"pseudogene"	460	43.70
"ENSG00000240846"	"pseudogene"	318	66.67
"ENSG00000240847"	"misc_RNA"	299	54.18
"ENSG00000008056"	"protein_coding"	3184	61.76
"ENSG00000130518"	"protein_coding"	4040	61.92
"ENSG00000159374"	"protein_coding"	1304	51.49
"ENSG00000159377"	"protein_coding"	1128	49.21
"ENSG00000130511"	"protein_coding"	1678	67.93
"ENSG00000130513"	"protein_coding"	1200	62.92
"ENSG00000130517"	"protein_coding"	4246	53.43
"ENSG00000164758"	"protein_coding"	647	46.10
"ENSG00000164756"	"protein_coding"	1522	45.28
"ENSG00000164754"	"protein_coding"	1237	42.70
"ENSG00000164751"	"protein_coding"	1951	42.54
"ENSG00000155508"	"protein_coding"	985	49.99
"ENSG00000206090"	"pseudogene"	532	53.57
"ENSG00000155506"	"protein_coding"	1226	53.37
"ENSG00000159086"	"protein_coding"	2172	42.57
"ENSG00000011478"	"protein_coding"	2162	57.68
"ENSG00000251778"	"snoRNA"	96	41.67
"ENSG00000235804"	"pseudogene"	428	39.95
"ENSG00000243420"	"misc_RNA"	297	51.52
"ENSG00000235805"	"pseudogene"	1576	43.08
"ENSG00000010704"	"protein_coding"	1398	51.65
"ENSG00000196616"	"protein_coding"	2862	43.14
"ENSG00000125046"	"protein_coding"	1402	54.43
"ENSG00000235806"	"lincRNA"	1180	42.20
"ENSG00000196611"	"protein_coding"	1970	43.35
"ENSG00000081913"	"protein_coding"	3448	50.85
"ENSG00000235800"	"lincRNA"	379	51.72
"ENSG00000244094"	"protein_coding"	681	52.42
"ENSG00000238837"	"lincRNA"	592	50.17
"ENSG00000120498"	"protein_coding"	2841	40.43
"ENSG00000252002"	"rRNA"	111	45.95
"ENSG00000252001"	"rRNA"	130	46.15
"ENSG00000252000"	"snoRNA"	122	45.08
"ENSG00000235802"	"antisense"	350	60.57
"ENSG00000252005"	"snRNA"	110	35.45
"ENSG00000252004"	"miRNA"	88	30.68
"ENSG00000252009"	"snoRNA"	72	31.94
"ENSG00000238835"	"snoRNA"	134	40.30
"ENSG00000005471"	"protein_coding"	2264	43.73
"ENSG00000251771"	"snRNA"	62	40.32
"ENSG00000256713"	"protein_coding"	868	56.83
"ENSG00000256712"	"sense_intronic"	385	56.88
"ENSG00000254824"	"pseudogene"	78	38.46
"ENSG00000256717"	"lincRNA"	574	46.52
"ENSG00000256715"	"protein_coding"	144	61.81
"ENSG00000256714"	"lincRNA"	389	35.22
"ENSG00000037280"	"protein_coding"	2393	63.12
"ENSG00000254822"	"lincRNA"	270	40.00
"ENSG00000243000"	"pseudogene"	343	40.52
"ENSG00000160124"	"protein_coding"	594	38.36
"ENSG00000243004"	"processed_transcript"	625	40.29
"ENSG00000243007"	"pseudogene"	496	50.20
"ENSG00000235500"	"pseudogene"	2971	50.76
"ENSG00000243008"	"pseudogene"	1007	37.04
"ENSG00000203914"	"pseudogene"	1461	40.84
"ENSG00000203910"	"protein_coding"	843	36.69
"ENSG00000235504"	"processed_transcript"	138	42.75
"ENSG00000231383"	"antisense"	567	44.56
"ENSG00000231382"	"pseudogene"	1451	50.38
"ENSG00000231381"	"pseudogene"	1005	40.70
"ENSG00000251852"	"misc_RNA"	101	39.60
"ENSG00000175294"	"protein_coding"	1669	58.03
"ENSG00000231386"	"pseudogene"	677	38.26
"ENSG00000231384"	"pseudogene"	511	47.36
"ENSG00000231389"	"protein_coding"	1365	50.30
"ENSG00000231388"	"pseudogene"	1624	51.60
"ENSG00000251854"	"snRNA"	100	35.00
"ENSG00000176928"	"protein_coding"	3436	38.59
"ENSG00000254829"	"antisense"	686	44.17
"ENSG00000174429"	"protein_coding"	2755	41.63
"ENSG00000176923"	"pseudogene"	985	45.58
"ENSG00000176922"	"protein_coding"	1088	52.02
"ENSG00000176920"	"protein_coding"	1415	57.82
"ENSG00000176927"	"protein_coding"	2351	41.09
"ENSG00000242747"	"pseudogene"	476	42.23
"ENSG00000176925"	"protein_coding"	1136	44.89
"ENSG00000198169"	"protein_coding"	1327	54.87
"ENSG00000198168"	"protein_coding"	1352	38.59
"ENSG00000215863"	"lincRNA"	1211	49.85
"ENSG00000198162"	"protein_coding"	2509	41.16
"ENSG00000198161"	"protein_coding"	785	45.35
"ENSG00000198160"	"protein_coding"	2603	38.31
"ENSG00000171049"	"protein_coding"	2164	43.95
"ENSG00000175749"	"pseudogene"	656	52.13
"ENSG00000231655"	"pseudogene"	352	47.16
"ENSG00000231654"	"antisense"	627	58.05
"ENSG00000175741"	"pseudogene"	562	40.48
"ENSG00000175746"	"protein_coding"	2015	41.53
"ENSG00000231650"	"pseudogene"	461	37.96
"ENSG00000231653"	"antisense"	566	46.29
"ENSG00000175745"	"protein_coding"	1418	58.41
"ENSG00000179676"	"lincRNA"	476	43.78
"ENSG00000206114"	"lincRNA"	931	54.51
"ENSG00000179674"	"protein_coding"	1286	38.80
"ENSG00000228318"	"antisense"	555	54.23
"ENSG00000179673"	"protein_coding"	1092	68.59
"ENSG00000252235"	"snRNA"	70	42.86
"ENSG00000147316"	"protein_coding"	1492	46.51
"ENSG00000230381"	"processed_transcript"	513	47.56
"ENSG00000230383"	"pseudogene"	862	46.64
"ENSG00000230384"	"pseudogene"	883	51.42
"ENSG00000230385"	"antisense"	600	53.67
"ENSG00000230386"	"pseudogene"	497	40.44
"ENSG00000230387"	"lincRNA"	556	51.26
"ENSG00000248783"	"lincRNA"	372	60.22
"ENSG00000248781"	"pseudogene"	1327	43.56
"ENSG00000248780"	"pseudogene"	601	39.43
"ENSG00000248787"	"lincRNA"	427	51.76
"ENSG00000248785"	"pseudogene"	282	43.62
"ENSG00000157214"	"protein_coding"	2881	40.90
"ENSG00000167476"	"protein_coding"	1145	71.09
"ENSG00000248789"	"protein_coding"	413	38.89
"ENSG00000252233"	"misc_RNA"	309	42.07
"ENSG00000111897"	"protein_coding"	3255	38.28
"ENSG00000167470"	"protein_coding"	3790	62.59
"ENSG00000163751"	"protein_coding"	1170	40.23
"ENSG00000253879"	"lincRNA"	533	38.54
"ENSG00000253878"	"sense_intronic"	579	50.96
"ENSG00000244153"	"pseudogene"	2769	39.98
"ENSG00000253871"	"lincRNA"	1200	48.84
"ENSG00000253870"	"IG_V_pseudogene"	311	51.13
"ENSG00000253873"	"protein_coding"	3098	54.28
"ENSG00000219500"	"pseudogene"	426	56.34
"ENSG00000219507"	"pseudogene"	514	49.42
"ENSG00000253874"	"IG_V_pseudogene"	460	49.78
"ENSG00000253877"	"lincRNA"	552	38.88
"ENSG00000240068"	"pseudogene"	464	43.53
"ENSG00000240069"	"pseudogene"	931	61.01
"ENSG00000223082"	"miRNA"	80	37.50
"ENSG00000069998"	"protein_coding"	1646	59.08
"ENSG00000084754"	"protein_coding"	1279	48.14
"ENSG00000240065"	"protein_coding"	941	53.30
"ENSG00000256927"	"lincRNA"	480	46.25
"ENSG00000095637"	"protein_coding"	3788	47.17
"ENSG00000249780"	"pseudogene"	340	47.35
"ENSG00000249781"	"processed_transcript"	879	43.86
"ENSG00000249782"	"lincRNA"	335	54.03
"ENSG00000227017"	"lincRNA"	674	52.08
"ENSG00000249785"	"lincRNA"	523	41.30
"ENSG00000034713"	"protein_coding"	1056	46.71
"ENSG00000249787"	"lincRNA"	563	41.39
"ENSG00000176219"	"protein_coding"	1174	43.61
"ENSG00000230528"	"pseudogene"	2095	54.95
"ENSG00000230529"	"pseudogene"	513	46.39
"ENSG00000230524"	"pseudogene"	1940	47.19
"ENSG00000230525"	"lincRNA"	505	40.45
"ENSG00000230526"	"lincRNA"	525	50.86
"ENSG00000230520"	"pseudogene"	874	46.45
"ENSG00000230521"	"pseudogene"	975	65.13
"ENSG00000230522"	"protein_coding"	775	57.42
"ENSG00000230523"	"lincRNA"	2148	53.54
"ENSG00000146047"	"protein_coding"	437	47.60
"ENSG00000227892"	"pseudogene"	917	45.15
"ENSG00000146049"	"protein_coding"	1382	51.88
"ENSG00000148225"	"protein_coding"	2005	47.88
